Brand,Model,Mileage,Year,Price
Lexus,GS,49081,2013,20998.0
Toyota,Tundra,159584,2012,17999.0
Hyundai,IONIQ 5,20388,2023,35199.0
Nissan,Altima,17282,2021,21995.0
Honda,Civic,25368,2023,24303.0
Toyota,RAV4,18739,2024,30152.0
Toyota,Tacoma,19976,2021,38981.0
Chevrolet,Malibu,49571,2022,16965.0
Ford,Bronco Sport,4872,2024,32765.0
Audi,Q5,60934,2021,21833.0
Audi,Q5,81150,2014,14988.0
smart,fortwo electric drive,35144,2017,10988.0
FIAT,500L,57614,2014,6774.0
Dodge,Charger,40406,2022,20998.0
Toyota,RAV4,105371,2016,14564.0
Toyota,Prius,37186,2022,24495.0
Dodge,Challenger,40841,2020,25995.0
Nissan,Frontier,15392,2023,31998.0
Toyota,Corolla,40054,2024,25762.0
Volkswagen,Atlas,36510,2021,31998.0
Polestar,2,3637,2024,35800.0
BMW,7 Series,65773,2010,14995.0
Subaru,Forester,39892,2021,23577.0
Jeep,Wrangler,85788,2014,16964.0
Ford,Edge,100815,2013,8948.0
BMW,i5,5773,2024,59999.0
Ford,Expedition,58760,2021,43991.0
Maserati,Ghibli,56761,2015,15499.0
Honda,Accord,8932,2024,28886.0
Honda,Accord,1822,2024,26990.0
Toyota,C-HR,58572,2020,18982.0
Ford,Taurus,37677,2007,6490.0
Ford,Explorer,34628,2020,26995.0
Jeep,Cherokee,57968,2021,17998.0
Chevrolet,Trax,8340,2024,25998.0
Mazda,CX-5,101955,2017,14262.0
Toyota,Corolla Cross,29636,2023,23988.0
Subaru,Outback,110069,2013,10000.0
BMW,3 Series,55406,2020,22684.0
Dodge,Durango,39661,2023,37100.0
Mercedes-Benz,EQE SUV,6057,2024,62888.0
Ford,Transit Passenger Wagon,62121,2017,29900.0
Toyota,Corolla,63593,2021,18484.0
Kia,Soul,68728,2020,14495.0
Cadillac,XT4,33646,2020,23495.0
Nissan,Pathfinder,110936,2015,10995.0
Toyota,Highlander,154338,2019,19388.0
Mercedes-Benz,C-Class,72187,2017,15587.0
Acura,ZDX,7940,2024,49998.0
Chevrolet,Colorado,74135,2020,17395.0
Subaru,Outback,179305,2015,8973.0
Subaru,Forester,108711,2010,8432.0
Volkswagen,Golf,77944,2013,9630.0
Chevrolet,Silverado 1500,13938,2023,47999.0
Chevrolet,Camaro,52125,2022,20000.0
INFINITI,QX55,4155,2024,38900.0
Ford,Bronco Sport,20,2022,26900.0
BMW,i5,1911,2024,62284.0
BMW,5 Series,43686,2021,28995.0
Jeep,Compass,35541,2023,18501.0
Lincoln,Navigator,66257,2019,38490.0
Mazda,CX-9,23758,2022,28347.0
Kia,Forte,23110,2021,14800.0
BMW,3 Series,25043,2023,31895.0
Nissan,Altima,1064,2023,25900.0
Toyota,Corolla,62861,2022,18494.0
Volkswagen,Jetta,44358,2021,18495.0
Toyota,RAV4,80728,2019,20699.0
Kia,Soul,67852,2020,13774.0
Audi,RS 5,46256,2019,44695.0
Mercedes-Benz,C-Class,1582,2024,45415.0
Kia,Optima,66518,2020,12998.0
Nissan,Pathfinder,16,2024,32500.0
INFINITI,QX50,57447,2020,22998.0
Jeep,Wrangler,71079,2021,29171.0
Mazda,CX-90,5639,2024,36995.0
Dodge,Grand Caravan,47651,2019,19998.0
Lexus,ES,19044,2022,35988.0
Kia,Sorento,51785,2022,26623.0
BMW,4 Series,33102,2021,30798.0
BMW,8 Series,3051,2024,76998.0
Mercedes-Benz,C-Class,55231,2017,18991.0
Dodge,Journey,88627,2018,10688.0
BMW,i7,9890,2023,96174.0
Ford,Explorer,46288,2022,27000.0
Nissan,Murano,67652,2021,19433.0
Toyota,Corolla,43351,2021,22998.0
Toyota,Tacoma,53860,2018,27998.0
GMC,Terrain,44607,2022,18433.0
Toyota,bZ4X,5067,2024,26800.0
Mitsubishi,Outlander,8516,2024,39388.0
Mercedes-Benz,GLB,29541,2021,36888.0
Mercedes-Benz,GLC,15941,2022,32463.0
Honda,Fit,57629,2011,11991.0
Jeep,Wrangler,18867,2023,36998.0
Subaru,Forester,23538,2023,29988.0
Ford,Escape,10877,2022,20975.0
BMW,i3,44950,2017,15998.0
Nissan,Altima,899,2023,24900.0
Toyota,Camry,39296,2023,25253.0
GMC,Sierra 1500,90511,2018,30998.0
BMW,7 Series,27053,2020,50998.0
Honda,CR-V,28025,2022,27495.0
Ford,Bronco,23821,2022,39500.0
Ford,Escape,18270,2023,21974.0
Ford,F-150,18254,2023,39900.0
Mercedes-Benz,S-Class,124234,2016,19975.0
Buick,Envision,5027,2023,33498.0
BMW,i5,5750,2024,70998.0
Toyota,Tacoma,36717,2021,36475.0
Toyota,Highlander,35282,2019,29998.0
Honda,HR-V,58500,2022,20474.0
Toyota,Prius Prime,100370,2019,18483.0
Mazda,CX-5,28076,2022,26647.0
Porsche,Macan,38950,2021,38998.0
Porsche,Macan,77698,2018,24498.0
Honda,Civic,46579,2022,25326.0
Kia,Soul,107465,2013,6995.0
Nissan,Kicks,34179,2024,16994.0
Jaguar,S-TYPE,37020,2005,9500.0
Cadillac,Escalade,27791,2022,71495.0
Ford,Transit Cargo Van,52244,2020,32973.0
Mazda,CX-9,36163,2023,26892.0
Toyota,bZ4X,2447,2023,28295.0
Toyota,Corolla Cross,41765,2023,27988.0
Genesis,G70,18414,2023,34988.0
BMW,X3,11559,2024,40988.0
Mazda,MX-5 Miata,95129,2013,11988.0
Subaru,Forester,16110,2022,28995.0
Subaru,Outback,13954,2024,26397.0
Mercedes-Benz,AMG GT,26132,2016,69975.0
Ford,F-150,26107,2022,35700.0
Lexus,ES,111743,2003,5940.0
Ford,Bronco Sport,45959,2022,22977.0
Chevrolet,Malibu,45242,2019,15800.0
Ford,Mustang,49414,2020,21998.0
Chevrolet,Trailblazer,58949,2022,17498.0
Nissan,Altima,64138,2022,16487.0
Honda,Civic,26172,2022,22995.0
Volkswagen,Taos,27945,2022,19495.0
Subaru,Outback,48078,2018,22495.0
Ford,Fusion,81095,2020,15900.0
Jeep,Wrangler,107864,2015,17491.0
Audi,S5,15305,2019,41998.0
Toyota,Prius,88298,2011,9955.0
Volkswagen,Tiguan,22300,2022,18955.0
BMW,i3,12140,2021,23999.0
Tesla,Model Y,26355,2022,32595.0
Kia,Forte,72854,2021,12993.0
BMW,3 Series,91524,2018,15300.0
Jeep,Wrangler,30762,2020,29500.0
Audi,A5,57340,2018,22574.0
Chevrolet,Malibu,65339,2020,14492.0
Land Rover,Range Rover,102460,2015,21998.0
Mazda,CX-30,40692,2022,22776.0
Toyota,RAV4,27475,2023,27988.0
BMW,4 Series,15222,2022,41114.0
Toyota,Camry,63335,2021,21495.0
Honda,CR-V,22955,2022,29991.0
Ford,Fusion,127460,2015,9473.0
Toyota,Camry,75080,2021,20499.0
Toyota,Grand Highlander,15411,2024,44800.0
Mercedes-Benz,EQE SUV,5659,2024,63888.0
INFINITI,QX50,4463,2024,43900.0
Rivian,R1T,10078,2022,59999.0
Ford,Edge,67481,2022,16940.0
Chevrolet,Silverado 1500,61306,2018,30999.0
Honda,HR-V,71523,2023,18224.0
Nissan,Altima,34089,2023,21900.0
Kia,Forte,39457,2023,15990.0
Nissan,Sentra,64022,2021,15521.0
Chevrolet,Equinox,48668,2023,19998.0
Ford,F-150,127483,2017,24474.0
Hyundai,Sonata,80871,2012,7995.0
Toyota,Prius,81453,2015,15995.0
Mercedes-Benz,C-Class,131200,2015,9994.0
Ford,F-150,39090,2023,31998.0
Toyota,C-HR,54081,2018,15950.0
Land Rover,Range Rover Sport,55226,2020,37500.0
Mercedes-Benz,GLC,38515,2022,30988.0
Jeep,Compass,108679,2018,11295.0
Ford,Ranger,51081,2019,27400.0
Ford,Transit Cargo Van,40015,2020,34473.0
Mazda,CX-30,35232,2021,19477.0
Chevrolet,Bolt EV,55556,2019,13900.0
Chevrolet,Express Cargo Van,74840,2020,20888.0
Nissan,Rogue,83012,2020,16736.0
Hyundai,Santa Fe,37572,2023,23998.0
Kia,K5,28503,2023,18999.0
BMW,3 Series,94648,2011,10988.0
Mercedes-Benz,C-Class,640,2024,50340.0
Honda,HR-V,49000,2023,20976.0
Toyota,Corolla Cross,29003,2023,24988.0
Hyundai,Tucson,31199,2022,17999.0
Hyundai,Santa Fe Sport,95415,2017,15998.0
INFINITI,QX60,74338,2015,13990.0
Honda,Accord,21085,2023,29991.0
Tesla,Model S,46366,2016,26460.0
Nissan,Rogue,42130,2023,21998.0
Mercedes-Benz,GLC,58058,2020,23895.0
Ford,F-150,8475,2024,42991.0
Ford,F-150,80838,2016,19998.0
Mercedes-Benz,C-Class,18898,2023,34998.0
Mercedes-Benz,GLB,26157,2020,26988.0
Hyundai,Santa Fe,30974,2023,23998.0
Toyota,Mirai,99126,2017,5995.0
Hyundai,Tucson,37783,2022,23622.0
Maserati,Ghibli,42738,2015,17998.0
Mercedes-Benz,S-Class,55493,2018,85991.0
Toyota,Corolla,25737,2024,21866.0
Honda,Accord,22755,2024,32999.0
Toyota,RAV4,73434,2021,24998.0
Hyundai,Santa Fe,88690,2017,13990.0
Ford,Explorer,8,2022,41900.0
Honda,Accord,1755,2024,26990.0
Toyota,Sienna,103602,2015,18995.0
Toyota,Corolla,70213,2022,17795.0
Audi,Q5,33407,2021,29540.0
Ford,EcoSport,30518,2022,17476.0
Dodge,Grand Caravan,72652,2019,15998.0
Ford,Mustang,24254,2021,28998.0
BMW,X5,30348,2023,45801.0
Land Rover,Range Rover,52096,2018,47986.0
Subaru,Forester,7158,2023,28247.0
Honda,Accord,82524,2019,19284.0
Nissan,Altima,46521,2022,16991.0
Dodge,Dart,93690,2016,6995.0
Kia,Forte,33327,2021,15991.0
Nissan,Rogue,52685,2022,18979.0
Kia,K5,27455,2021,22998.0
Kia,Soul,32880,2023,16390.0
Toyota,Corolla Cross,32943,2023,23988.0
Toyota,Camry,79850,2020,18955.0
Buick,Enclave,93856,2017,13791.0
FIAT,500,72000,2013,5999.0
Volkswagen,ID.4,5339,2023,24999.0
Subaru,Outback,103808,2019,15500.0
Chrysler,200,122409,2014,6995.0
Volkswagen,Atlas,63502,2022,27495.0
Dodge,Challenger,17339,2023,27998.0
Subaru,Ascent,32667,2022,26724.0
Ford,F-150,17479,2022,37999.0
Volvo,XC90,105972,2018,19998.0
Toyota,RAV4,20446,2022,36491.0
Honda,Civic,96203,2015,14998.0
Toyota,Prius c,108100,2016,9999.0
Honda,Accord,2174,2024,26990.0
Tesla,Model S,20103,2022,48510.0
Land Rover,Range Rover Sport,71394,2016,22888.0
Kia,Soul,32112,2023,16492.0
Volvo,XC40 Recharge,31719,2022,30849.0
Cadillac,Escalade,20410,2021,87998.0
Honda,CR-V,12717,2022,28695.0
Dodge,Challenger,108046,2015,12955.0
Subaru,Forester,3272,2024,34988.0
Kia,Sorento,34479,2022,32425.0
Chevrolet,Trax,6091,2024,20888.0
Toyota,Tundra,15251,2023,40998.0
Toyota,Highlander,44628,2022,35988.0
Chevrolet,Camaro,40797,2019,58991.0
INFINITI,Q60,5094,2022,36987.0
BMW,3 Series,73069,2007,8995.0
Jeep,Grand Cherokee,91312,2016,15788.0
Lexus,RX,60219,2021,37998.0
Mazda,CX-5,49147,2019,24998.0
BMW,6 Series,110428,2013,13995.0
Toyota,RAV4,35498,2023,26988.0
Mazda,CX-30,29231,2021,21998.0
Honda,CR-V,11808,2022,28388.0
Toyota,Camry,6373,2024,25988.0
Toyota,Prius,75252,2020,16995.0
Kia,Sportage,13791,2022,18888.0
Kia,Rio,62704,2021,12000.0
Audi,allroad,73524,2013,13995.0
Lexus,IS,33696,2022,39998.0
Chevrolet,Equinox,39835,2023,21998.0
Mercedes-Benz,EQE Sedan,5955,2024,63987.0
INFINITI,Q50,67613,2021,23991.0
Lexus,GX,53490,2020,39998.0
BMW,4 Series,18781,2024,44999.0
Volkswagen,Beetle,84592,2016,14487.0
Jeep,Wrangler,33384,2021,30950.0
Honda,Accord,46534,2018,21955.0
Subaru,Crosstrek,19224,2021,24888.0
Honda,Civic,26357,2018,20394.0
Jeep,Wagoneer,34842,2023,50388.0
Audi,A5,4166,2024,41274.0
Ford,Explorer,26007,2020,37998.0
Toyota,Tacoma,122178,2018,21964.0
Chrysler,300,71220,2016,16998.0
Subaru,Ascent,52502,2022,31988.0
Nissan,NV200 Compact Cargo,155552,2018,9963.0
Chevrolet,Silverado 1500,34791,2021,36145.0
Toyota,Corolla,126441,2011,9495.0
Toyota,Highlander,72863,2022,30495.0
Cadillac,Escalade,96950,2013,20720.0
Honda,Pilot,46150,2019,25558.0
Audi,S8,47421,2021,59994.0
Polestar,2,16744,2021,26500.0
Volkswagen,Taos,4070,2024,25500.0
Toyota,GR Corolla,8723,2024,36981.0
Ford,Escape,36774,2020,18674.0
Nissan,Rogue,40732,2023,21998.0
Lexus,LC,38201,2021,69998.0
Hyundai,Sonata,17239,2023,18990.0
Hyundai,Elantra,36248,2023,16990.0
Volkswagen,Atlas,13674,2022,31998.0
Mercedes-Benz,E-Class,34664,2021,41995.0
Land Rover,Range Rover Velar,39293,2023,39774.0
Toyota,Corolla,33205,2020,21981.0
Ford,Mustang,44758,2020,20998.0
Audi,S5,25734,2022,45003.0
Mitsubishi,i-MiEV,45595,2016,9998.0
Volkswagen,Golf GTI,29295,2019,24998.0
Toyota,Corolla,23666,2023,23482.0
Toyota,4Runner,45121,2023,38876.0
BMW,X3,129650,2013,8950.0
Chevrolet,Silverado 1500,99488,2018,21995.0
Volvo,XC40 Recharge,10552,2022,32999.0
Mercedes-Benz,E-Class,72878,2017,20998.0
Dodge,Ram 1500,146548,2008,10800.0
Nissan,Pathfinder,17564,2023,30998.0
Volkswagen,Jetta,52395,2019,14998.0
Chrysler,Pacifica,23826,2021,34998.0
Audi,Q5,95784,2014,10995.0
Chevrolet,Sonic,88681,2020,8988.0
Land Rover,Range Rover Sport,85312,2016,17990.0
Volkswagen,Atlas,49136,2021,24495.0
Mercedes-Benz,E-Class,118341,2012,8500.0
Ford,Ranger,29265,2021,32388.0
Ford,Super Duty F-250,28624,2022,61250.0
Honda,Civic,14707,2023,27988.0
Toyota,Prius Prime,41924,2021,24100.0
BMW,7 Series,59727,2019,28998.0
Toyota,Camry,65985,2021,21444.0
Honda,Pilot,30560,2022,31998.0
Lexus,ES,18309,2023,44974.0
Polestar,2,29386,2022,26900.0
Mercedes-Benz,SL,37427,2013,33888.0
Chevrolet,Spark,62971,2021,11894.0
INFINITI,QX50,26950,2021,26998.0
Toyota,Corolla,2916,2023,24998.0
Ford,F-150,19953,2021,49998.0
Toyota,Tacoma,102573,2013,16995.0
Jeep,Compass,24100,2023,22998.0
Hyundai,IONIQ 6,5476,2023,35699.0
Toyota,Sequoia,31315,2023,70998.0
Audi,Q4 e-tron,7410,2024,40998.0
BMW,X1,19642,2022,27998.0
Toyota,Tacoma,13831,2022,30388.0
Jaguar,I-PACE,18,2024,55285.0
Toyota,Highlander,23602,2024,40886.0
BMW,Z4,47398,2004,11500.0
Mitsubishi,Outlander,78155,2020,15888.0
Chevrolet,Malibu,124061,2015,10998.0
Dodge,Challenger,8801,2018,34900.0
BMW,iX,38880,2022,47998.0
Subaru,Forester,31147,2022,27533.0
Jaguar,I-PACE,30636,2020,30998.0
Toyota,bZ4X,4430,2024,28800.0
BMW,X3,50560,2019,24998.0
Dodge,Charger,51464,2018,20999.0
Audi,Q7,20148,2024,48999.0
Jeep,Compass,83962,2019,16998.0
Mazda,CX-5,43038,2023,24682.0
Hyundai,Sonata,42121,2023,17998.0
Nissan,Altima,87999,2013,7590.0
Subaru,Outback,30120,2019,20696.0
GMC,Terrain,60875,2021,18492.0
Toyota,GR Corolla,3226,2024,36794.0
Cadillac,LYRIQ,46,2024,62485.0
Porsche,Cayenne,37540,2021,58998.0
GMC,Yukon,95747,2008,12995.0
Mercedes-Benz,EQE Sedan,5820,2024,61888.0
Toyota,Highlander,91756,2021,27455.0
Volkswagen,e-Golf,69814,2016,9749.0
Mazda,Mazda3,14523,2021,19845.0
Kia,Soul,27288,2023,16890.0
Subaru,Crosstrek,27811,2023,25488.0
Volkswagen,Beetle,100013,2013,7995.0
Honda,Civic,36419,2022,24998.0
Honda,Pilot,113991,2016,19998.0
Chevrolet,Volt,106329,2012,6595.0
Jeep,Cherokee,65046,2019,18497.0
Honda,Odyssey,111109,2015,13991.0
Honda,CR-V,12920,2021,28495.0
Mercedes-Benz,GLC,40370,2022,29988.0
BMW,4 Series,34284,2023,35998.0
Acura,MDX,33415,2019,28998.0
Toyota,Highlander,67512,2021,28500.0
Honda,Accord,2030,2024,26990.0
Mazda,CX-9,70280,2021,23998.0
Kia,Sorento,78935,2011,9947.0
Ford,Edge,136348,2007,5888.0
Subaru,Forester,29369,2021,23779.0
Dodge,Charger,21415,2022,69991.0
Ford,Escape,158560,2016,6995.0
Audi,A7,53554,2020,35500.0
BMW,5 Series,116618,2015,11995.0
Tesla,Model S,60722,2015,22999.0
Chrysler,Pacifica,48614,2021,23998.0
Ford,Ranger,29078,2023,31955.0
Toyota,Corolla,107044,2010,7999.0
Mazda,Mazda3,14675,2023,25998.0
Honda,Civic,12547,2024,25488.0
Toyota,Corolla,142307,2011,8500.0
Buick,Encore GX,24896,2022,18749.0
Lotus,Evora,26286,2010,45900.0
Ford,Explorer,21895,2021,31998.0
Toyota,Camry,67367,2021,22343.0
Honda,Accord,48883,2022,26991.0
BMW,5 Series,102600,2013,10998.0
Volkswagen,Passat,49194,2021,17998.0
Jaguar,XK,83030,2013,17988.0
Volvo,V60,98715,2016,12988.0
Ford,Flex,70537,2019,16998.0
Subaru,BRZ,10939,2023,28998.0
Nissan,Altima,61096,2022,17900.0
Honda,Accord,6712,2022,28278.0
Audi,A6,72230,2016,19998.0
Acura,RDX,58109,2007,12995.0
Kia,Soul,133538,2021,9995.0
Toyota,Highlander,30700,2024,36988.0
Honda,Ridgeline,33121,2021,28998.0
Hyundai,IONIQ 5,49911,2023,29998.0
Honda,Passport,30016,2021,25940.0
Nissan,LEAF,4256,2023,20961.0
Tesla,Model Y,11165,2023,33998.0
Jaguar,I-PACE,41,2024,55271.0
Honda,Civic,27132,2023,24488.0
Dodge,Charger,28710,2022,20816.0
Toyota,Sienna,137259,2014,11999.0
BMW,3 Series,28607,2021,25989.0
Chevrolet,Tahoe,58653,2019,35998.0
Audi,Q7,34106,2019,30998.0
BMW,X3,95769,2017,11995.0
Mercedes-Benz,S-Class,110905,2018,42988.0
Subaru,Outback,5021,2024,36895.0
Land Rover,Range Rover Velar,57600,2020,27988.0
Ford,Edge,2965,2024,28994.0
Audi,Q7,124767,2017,14999.0
Volvo,XC40 Recharge,17170,2022,32995.0
Jeep,Grand Cherokee,68113,2017,15500.0
Audi,Q5,75649,2018,17975.0
Ford,Escape,105097,2017,9700.0
Chevrolet,Traverse,52110,2023,27000.0
Mercedes-Benz,EQB,4448,2023,35994.0
Honda,Accord,31348,2019,21998.0
Mercedes-Benz,CLS,38116,2020,48777.0
Mazda,CX-5,31578,2020,25474.0
Mercedes-Benz,CLS,82342,2017,25990.0
Ford,Escape,45,2023,24900.0
Toyota,RAV4,26270,2022,29988.0
Mazda,MX-5 Miata,6897,2021,26997.0
Mercedes-Benz,GLE,92838,2017,16995.0
Honda,Passport,21921,2022,33995.0
Mercedes-Benz,CL,81997,2010,25400.0
Ford,Super Duty F-250,4028,2022,38825.0
Acura,MDX,45763,2023,41699.0
Ford,F-150,51623,2021,46492.0
Jeep,Gladiator,23218,2022,37998.0
Chrysler,Pacifica,52383,2022,24998.0
Ford,EcoSport,26289,2021,18973.0
INFINITI,FX,112341,2009,9991.0
Mercedes-Benz,GLA,1370,2025,40988.0
Acura,TL,172377,2004,5995.0
Nissan,Pathfinder,102493,2017,11988.0
Honda,Civic,59080,2017,19949.0
Mazda,Mazda6,49535,2015,17000.0
Lexus,LX,68974,2019,54998.0
Toyota,Corolla,44653,2021,19019.0
Mazda,CX-50,24081,2024,25499.0
Ford,Mustang,65300,2020,18499.0
Hyundai,Santa Fe,95954,2018,17998.0
Hyundai,Kona Electric,19107,2022,21479.0
Dodge,Ram SRT-10,34324,2006,35991.0
Subaru,XV Crosstrek,119207,2015,12500.0
INFINITI,QX50,37474,2019,23998.0
Nissan,Murano,49083,2020,16753.0
Hyundai,Elantra,28812,2023,18991.0
Mercedes-Benz,GLC,21422,2023,52450.0
Ford,Escape,29726,2022,21998.0
Honda,CR-V,48417,2023,26000.0
Ford,Explorer,55208,2021,26000.0
Toyota,Tundra,24978,2023,55223.0
Acura,TL,147861,2010,8995.0
Mercedes-Benz,C-Class,66159,2017,19499.0
Ford,Mustang,53172,2022,29487.0
Acura,MDX,149615,2010,8995.0
Jeep,Wrangler,54047,2018,23900.0
Cadillac,XT6,34669,2023,34998.0
Toyota,4Runner,4297,2024,62988.0
Land Rover,Range Rover Velar,40214,2019,34299.0
Ram,1500,38874,2021,25888.0
Honda,Odyssey,61356,2019,25999.0
Lexus,RX,23047,2022,41998.0
Dodge,Durango,36185,2019,29773.0
Mercedes-Benz,GLE,215,2025,70995.0
Hyundai,Santa Fe,29174,2023,22998.0
Toyota,Tacoma,19585,2019,36995.0
Toyota,Camry,57720,2024,21998.0
Lexus,RZ,6431,2024,43788.0
Audi,Q7,5806,2025,52998.0
Hyundai,Elantra,45638,2020,13499.0
Ford,Mustang Mach-E,12590,2021,33999.0
Mercedes-Benz,S-Class,82372,2013,16888.0
Honda,CR-V,20221,2022,26884.0
BMW,X3,69596,2013,12997.0
Chevrolet,Trailblazer,33295,2023,22998.0
Nissan,Altima,61397,2022,17999.0
Toyota,Corolla,85803,2020,17786.0
Toyota,Tacoma,96,2024,64800.0
Volkswagen,Jetta,53540,2020,18998.0
Toyota,RAV4,47568,2017,18950.0
Mazda,CX-30,54887,2020,16996.0
Kia,Forte,26060,2023,20998.0
Chevrolet,Silverado 1500,91709,2019,27999.0
Porsche,Macan,3159,2024,58988.0
Land Rover,Range Rover Sport,72368,2013,13995.0
Cadillac,Escalade,127202,2015,21988.0
Porsche,911,41871,2005,65995.0
Honda,Accord,8036,2024,26817.0
Land Rover,Range Rover Sport,117000,2017,16998.0
Hyundai,Santa Fe,24466,2023,24998.0
Lincoln,Aviator,84219,2004,7500.0
Audi,Q4 e-tron,13207,2023,36499.0
Kia,Forte,24023,2021,14945.0
Porsche,Cayenne,5321,2024,194000.0
Nissan,NV Cargo,107325,2019,16995.0
Toyota,Camry,130696,2020,16980.0
Hyundai,Kona,23061,2023,18994.0
Chrysler,Pacifica,76530,2022,19000.0
Cadillac,CT5,9213,2023,35990.0
INFINITI,QX80,79226,2018,24562.0
Subaru,Outback,60254,2021,21567.0
BMW,3 Series,139130,2008,6998.0
Toyota,Tacoma,35850,2022,32894.0
Mercedes-Benz,CLS,14144,2023,61988.0
Mazda,CX-90,7649,2024,44998.0
Land Rover,Range Rover Evoque,16221,2022,33290.0
Tesla,Model 3,51975,2018,24998.0
Toyota,Tacoma,8001,2024,43998.0
Cadillac,Escalade,206,2024,88499.0
Honda,Odyssey,22173,2023,41891.0
Nissan,Versa,66812,2021,14500.0
Toyota,Corolla,6476,2024,23293.0
Audi,Q5,79381,2021,20955.0
Volkswagen,Atlas,45824,2022,29288.0
Ford,Explorer,99872,2018,16291.0
Honda,CR-V,12683,2025,38998.0
Tesla,Model 3,80640,2019,18987.0
Ford,F-150,91976,2018,22998.0
Nissan,Versa,63728,2021,14888.0
Acura,Integra,1961,2024,28995.0
Nissan,Maxima,55222,2021,20024.0
Nissan,Rogue,45748,2015,13988.0
Chevrolet,Silverado 1500,34604,2020,34998.0
Chevrolet,Malibu,77145,2022,13898.0
Toyota,Camry,73061,2020,18964.0
Ford,Mustang,61919,2021,18788.0
BMW,2 Series,44753,2020,26998.0
Toyota,Camry,70783,2016,15900.0
BMW,M3,181158,2004,22998.0
Kia,Sportage,15762,2022,21988.0
Toyota,Tacoma,47068,2022,32768.0
Honda,Accord,44437,2015,17998.0
Ford,Taurus,125552,2015,10599.0
Toyota,Camry,23737,2022,26988.0
Jaguar,I-PACE,18,2024,55862.0
INFINITI,QX50,45384,2021,25998.0
Ford,Fusion,101947,2013,8987.0
Honda,Civic,55494,2001,7999.0
Ram,1500 Classic,42200,2022,25888.0
Toyota,Highlander,73906,2021,38998.0
Lexus,GX,36086,2022,49987.0
Honda,CR-V,152920,2014,10975.0
Volvo,XC90,49465,2018,24997.0
Jeep,Gladiator,25699,2021,38940.0
Tesla,Model S,43478,2020,37000.0
Toyota,Camry,3481,2025,30999.0
Hyundai,Elantra,3987,2024,20994.0
Volkswagen,Tiguan,20537,2021,21998.0
Nissan,LEAF,39848,2021,11971.0
Nissan,Kicks,66532,2021,15500.0
Toyota,Corolla,27069,2022,21481.0
BMW,X1,64789,2015,11600.0
Mazda,CX-30,20883,2021,23991.0
Toyota,RAV4,20282,2022,27314.0
Ford,F-150,32568,2023,45888.0
Toyota,Sienna,91391,2015,20998.0
Jeep,Grand Cherokee,101061,2015,15998.0
Toyota,Tacoma,14205,2022,30388.0
Tesla,Model S,41500,2014,19999.0
Volkswagen,Tiguan,74257,2018,16310.0
Lincoln,Nautilus,38369,2023,29888.0
Hyundai,Santa Fe,23510,2023,25998.0
Mazda,CX-30,4365,2024,25692.0
BMW,X3,8565,2024,44988.0
Chevrolet,Bolt EV,57372,2019,14968.0
Chevrolet,Bolt EUV,21409,2022,23995.0
Mercedes-Benz,EQE Sedan,5792,2024,63888.0
Toyota,Corolla,23892,2021,18994.0
Honda,Odyssey,6466,2024,40428.0
Toyota,Corolla,99515,2018,13965.0
Chevrolet,Equinox,43945,2021,17999.0
Audi,Q7,86235,2015,14487.0
Nissan,Frontier,44642,2016,17955.0
Mercedes-Benz,GLC,15514,2021,31987.0
Ford,Escape,67000,2014,9999.0
Honda,Accord,10,2022,30888.0
Nissan,Rogue,61533,2021,17998.0
Ford,Explorer,449,2023,30591.0
Honda,CR-V,23427,2022,26695.0
BMW,X3,23233,2022,40755.0
Audi,A5,37136,2015,19998.0
Mazda,CX-30,60997,2021,16955.0
Ford,Fusion,73225,2019,14998.0
Ford,Edge,98001,2016,13495.0
Chevrolet,Malibu,56488,2022,16888.0
Toyota,Tacoma,42928,2022,37981.0
Ford,Ranger,27512,2021,28990.0
Ram,1500,54332,2021,23995.0
Hyundai,Elantra,32485,2021,21998.0
Honda,Accord,48205,2023,25499.0
Chevrolet,Blazer EV,6614,2024,37900.0
Honda,Civic,33468,2022,24795.0
Chevrolet,Trailblazer,33589,2023,18955.0
Ford,Bronco Sport,24294,2021,24998.0
Toyota,Highlander,28706,2023,32998.0
Nissan,Rogue,89017,2022,16955.0
Jeep,Wrangler,27689,2022,31900.0
Jeep,Wrangler,97628,2018,18250.0
Chevrolet,Equinox,26566,2020,16998.0
Subaru,Ascent,31972,2022,28999.0
Mercedes-Benz,EQB,3377,2024,51960.0
Land Rover,Range Rover Sport,49605,2019,33499.0
Chevrolet,Spark,65471,2021,12216.0
Honda,Pilot,55922,2017,23395.0
Mercedes-Benz,S-Class,73879,2015,24999.0
Mercedes-Benz,GLA,29421,2023,27955.0
Mercedes-Benz,EQE Sedan,11077,2023,62991.0
Dodge,Challenger,15835,2020,29999.0
Honda,CR-V,39742,2024,31888.0
Mercedes-Benz,GLE,53082,2020,32991.0
Toyota,Corolla,8318,2024,27981.0
Audi,Q3,52528,2020,20333.0
Toyota,Prius,58096,2015,17998.0
Mazda,CX-5,29671,2021,23991.0
Mercedes-Benz,SL,99559,2011,18800.0
Ford,Super Duty F-250,132279,2016,18888.0
Toyota,Tacoma,39957,2022,32500.0
Mercedes-Benz,C-Class,53959,2019,22998.0
Acura,MDX,4790,2024,41673.0
Porsche,Macan,4428,2024,58988.0
Polestar,2,17590,2023,33900.0
Nissan,Rogue,40767,2022,19795.0
