Brand,Model,Mileage,Year,Price
Porsche,Panamera,78935,2014,26885
Mitsubishi,Outlander Sport,68294,2020,12200
Ford,F-150,71173,2018,36005
Lexus,NX,63560,2021,22495
Volvo,XC40,15306,2024,35000
Mercedes-Benz,C-Class,31541,2021,25290
Audi,A5,47334,2022,21832
Porsche,Cayenne,96262,2021,55990
Chevrolet,Equinox,100904,2022,16795
Chrysler,Pacifica,123485,2020,13799
Audi,Q7,93140,2021,23839
Ram,1500,46569,2022,28799
BMW,5 Series,42615,2021,22095
Acura,TLX,75969,2017,12995
Chrysler,Pacifica,41194,2023,23452
Jeep,Compass,86347,2014,7988
Toyota,RAV4,42660,2021,24980
Chrysler,Pacifica,61154,2022,20555
Ram,1500,106845,2014,17995
Toyota,Camry,58612,2021,16290
BMW,3 Series,35138,2021,24336
Jeep,Compass,46088,2019,14499
Nissan,Sentra,60161,2023,14595
Ford,Transit Passenger Wagon,102858,2016,20995
Jeep,Grand Cherokee,77711,2019,16995
Chevrolet,Trailblazer,38507,2023,19295
Ram,1500,56497,2020,29895
Mercedes-Benz,EQE Sedan,8335,2024,65778
Tesla,Model 3,41879,2018,18005
Nissan,NV Cargo,132283,2020,14994
BMW,4 Series,32571,2021,31900
Mercedes-Benz,CLA,9566,2023,35900
Mercedes-Benz,GLE,32988,2020,32995
Subaru,Legacy,57757,2012,8499
Jeep,Wrangler,42892,2020,24995
Chevrolet,Express Cargo Van,66381,2016,16999
Chrysler,Pacifica,78147,2019,13995
BMW,X2,27491,2022,21075
Volvo,S60,6279,2024,36885
Toyota,Corolla,82806,2014,10500
Dodge,Durango,37106,2023,30900
Hyundai,Venue,45376,2021,13388
Honda,CR-V,18367,2023,24890
Audi,Q3,48840,2022,25311
Jeep,Renegade,50566,2021,14250
INFINITI,QX60,111803,2020,13980
Ford,Explorer,104982,2021,19500
Hyundai,Sonata,88143,2019,10499
Mercedes-Benz,GLE,43643,2019,43005
Hyundai,Tucson,44596,2022,17490
Hyundai,Santa Fe Sport,97097,2017,12399
Chrysler,Pacifica,54354,2022,26998
Ford,Escape,71519,2013,7995
Land Rover,Discovery Sport,45908,2021,17988
BMW,5 Series,67263,2021,18401
Mercedes-Benz,GLS,95201,2018,34995
Toyota,Camry,63113,2009,8990
Toyota,Highlander,98029,2021,22988
Jeep,Cherokee,43975,2019,17995
Nissan,Altima,62459,2021,13499
Jeep,Cherokee,68232,2020,14800
Subaru,Impreza,19438,2022,17889
Land Rover,Range Rover Sport,64493,2014,15252
Mercedes-Benz,GLE,52053,2022,35595
Honda,Accord,86567,2022,19995
Hyundai,Santa Fe,125872,2010,4580
Hyundai,Tucson,97144,2016,7999
GMC,Acadia,41369,2023,23580
BMW,X5,39031,2020,28165
Mazda,Mazda6,90779,2017,12980
BMW,X5,14144,2022,43890
Honda,Civic,160780,2015,6777
BMW,3 Series,44295,2021,18500
Toyota,Highlander,24970,2023,33995
Subaru,Outback,127696,2013,6499
Honda,Accord,40669,2021,18800
Volkswagen,Passat,18120,2021,17911
Jeep,Wrangler,104138,2017,15499
Ford,Transit Cargo Van,84718,2019,22495
Mercedes-Benz,GLC,26192,2021,32900
BMW,X5,99819,2018,16795
Hyundai,Santa Fe Sport,114741,2018,9199
Jeep,Grand Cherokee,83431,2018,14988
Dodge,Journey,95155,2020,9900
Ford,Explorer,74031,2016,10995
Ford,F-150,97031,2022,34995
Chevrolet,Traverse,124634,2016,6499
Ford,Fiesta,109301,2015,4799
Kia,Forte,5065,2024,17927
BMW,5 Series,40056,2021,20800
Toyota,Corolla,40128,2023,18495
Maserati,Levante,20627,2021,32988
Honda,Accord,125961,2013,9995
Mercedes-Benz,GLE,13685,2022,52995
Mercedes-Benz,CLA,7658,2023,35900
Mercedes-Benz,GLC,34760,2021,30900
Honda,Pilot,155727,2015,7995
Kia,Forte,13391,2024,16888
Mercedes-Benz,GLB,27025,2021,25992
Nissan,Sentra,134449,2015,4999
BMW,X2,71705,2020,14543
Honda,Accord,12868,2024,21617
Lamborghini,Gallardo,15862,2007,104995
Nissan,Frontier,68800,2018,16995
Lexus,NX,53810,2015,18995
Ram,1500 Classic,87819,2019,17900
BMW,X3,28589,2022,28888
INFINITI,QX60,41556,2020,17995
Jeep,Wrangler,81198,2018,17600
Maserati,Levante,54919,2021,28980
Toyota,Highlander,99124,2015,15999
Hyundai,Sonata,105645,2015,7995
Mercedes-Benz,GLC,59319,2020,22865
Honda,CR-V,85224,2020,21600
BMW,3 Series,8317,2021,30400
Land Rover,Range Rover Velar,38041,2020,24800
Jeep,Patriot,114270,2012,5995
Honda,Accord,25601,2023,21319
Mazda,CX-5,105333,2015,10995
Honda,HR-V,52614,2022,16999
Jeep,Cherokee,147588,2019,8495
Mercedes-Benz,GLA,54490,2021,19390
Mercedes-Benz,SL,11544,2016,46800
Nissan,Versa,108094,2015,4997
Mercedes-Benz,S-Class,23598,2021,70995
Hyundai,Sonata,80044,2021,17150
Nissan,Rogue Sport,58928,2021,12490
Honda,CR-V,85982,2019,17297
Maserati,Levante,22460,2023,51995
Honda,HR-V,29575,2022,17995
Dodge,Durango,96147,2018,16785
Mercedes-Benz,GLC,42020,2020,30995
Kia,Sedona,98925,2017,9995
Dodge,Durango,56470,2022,29482
Porsche,Cayenne,107279,2015,15995
Honda,Odyssey,123530,2015,8499
Toyota,Camry,76482,2014,14900
BMW,3 Series,34960,2021,25000
Ford,Transit Connect Van,157521,2018,8995
Subaru,Forester,166819,2012,3995
Hyundai,Elantra,72022,2020,10999
Kia,K5,49700,2022,17995
Ford,Transit Passenger Wagon,65351,2019,28495
Land Rover,Range Rover Velar,68762,2018,21395
BMW,3 Series,59048,2020,28378
Honda,Civic,32490,2022,20995
Mitsubishi,Mirage,51697,2019,7999
BMW,X1,63647,2021,15988
Ford,F-150,52301,2018,24998
Nissan,Versa,47500,2021,12900
Hyundai,Elantra,41912,2021,15357
Mercedes-Benz,GL,69219,2016,26695
Ford,Super Duty F-250,43588,2022,40995
Mercedes-Benz,GLA,49769,2021,19889
Ford,Transit Chassis,157970,2015,8995
Volkswagen,Atlas,26185,2021,30911
Dodge,Durango,43192,2020,26005
Honda,Accord,204608,2013,6300
Nissan,Kicks,1154,2024,19998
Land Rover,Range Rover,38871,2020,38995
Hyundai,Kona Electric,14825,2023,21012
BMW,X3,107626,2019,15870
Mercedes-Benz,C-Class,82096,2016,13981
Audi,Q3,63531,2020,16994
Nissan,Rogue,33667,2017,12660
Toyota,Highlander,19438,2023,36000
Audi,Q5,108560,2016,8998
Honda,Civic,41929,2022,19502
Nissan,Rogue,57387,2020,12592
BMW,3 Series,60804,2020,16890
Ford,Escape,11906,2022,22999
Ford,Explorer,125848,2014,7499
Chrysler,Pacifica,11457,2021,25495
Honda,Odyssey,39091,2021,23300
Dodge,Avenger,97118,2014,5499
Honda,HR-V,20110,2022,19000
BMW,X2,35936,2023,21988
BMW,X5,57038,2021,39495
Audi,Q7,47150,2019,18900
Land Rover,Range Rover Velar,67949,2018,19005
Ram,1500,90498,2013,11897
Hyundai,Tucson,24288,2023,20500
GMC,Acadia,17521,2022,26990
Subaru,Forester,62747,2022,21998
Mazda,CX-5,41300,2022,24000
Nissan,Pathfinder,116711,2019,9999
Mercedes-Benz,A-Class,30428,2020,18900
BMW,3 Series,105265,2014,7999
Ram,1500,114854,2014,12995
Nissan,Versa,60906,2021,11990
Mercedes-Benz,C-Class,35936,2021,22095
Mercedes-Benz,GLC,42189,2021,26980
Ford,F-150,141436,2018,17499
Subaru,Forester,102554,2014,8995
Hyundai,Tucson,99800,2017,10500
Mercedes-Benz,C-Class,20748,2019,25998
BMW,X4 M,23465,2022,58995
Mercedes-Benz,C-Class,97186,2014,8995
Maserati,Levante,21455,2021,34500
Toyota,RAV4,56562,2021,22825
Audi,A7,95381,2019,24995
Hyundai,Sonata,55592,2015,10995
BMW,X3,30935,2021,27990
Toyota,Camry,47554,2020,18700
Mercedes-Benz,C-Class,30032,2020,34988
Jeep,Wrangler,50799,2021,27482
Ferrari,SF90,533,2023,495995
Kia,Sportage,99965,2019,10999
Jeep,Compass,39941,2022,18200
Mercedes-Benz,C-Class,33548,2021,24750
Toyota,Corolla,32148,2022,19900
Hyundai,Sonata,49998,2021,12386
Chrysler,Pacifica,10472,2021,28995
Alfa Romeo,Stelvio,69908,2021,14218
Dodge,Charger,10027,2022,78900
Ford,Super Duty F-550 Chassis Cab,124235,2016,29495
Toyota,Tacoma,163556,2016,17495
Porsche,Macan,21591,2023,53995
BMW,X3,86840,2010,7995
Toyota,Tundra,180445,2014,14995
Tesla,Model 3,33259,2021,26999
Lamborghini,Gallardo,19556,2008,109900
Kia,Soul,93719,2020,9850
Ford,Super Duty F-450 Chassis Cab,9845,2019,43748
Land Rover,Range Rover Velar,22020,2021,29986
Buick,Verano,117359,2014,6499
Hyundai,Tucson,55058,2022,18818
Jeep,Wrangler,17340,2021,25495
Jeep,Wrangler,3113,2024,35995
BMW,X2,49730,2022,19617
BMW,X5,59993,2022,32990
Hyundai,Venue,55776,2021,11500
Hyundai,Kona,14828,2022,18777
Kia,Sportage,20283,2023,21500
Jeep,Cherokee,141606,2014,6900
Jeep,Wrangler,92403,2018,23886
Ford,F-150,74784,2018,27995
Ford,F-150,117076,2013,15799
Nissan,Rogue,30371,2023,17248
Jeep,Grand Cherokee,62825,2017,14995
Dodge,Journey,95639,2019,9499
Honda,Accord,46570,2020,16989
Mercedes-Benz,C-Class,63085,2020,28400
Ford,Explorer,75415,2021,29709
GMC,Savana Passenger,73618,2020,23982
Jeep,Wrangler,65456,2019,20995
Ford,F-150,80643,2013,13900
Hyundai,Elantra,31052,2020,12594
Cadillac,XTS,102059,2016,10999
Chrysler,Pacifica,56061,2019,19574
BMW,5 Series,64893,2021,19595
BMW,5 Series,38470,2022,26688
BMW,2 Series,63353,2015,12999
Chevrolet,Trailblazer,15935,2022,20995
Chevrolet,Sonic,81689,2016,5999
Mercedes-Benz,GLS,62762,2020,33995
Lexus,RX,91585,2016,21995
BMW,X5,59379,2021,29900
Jeep,Grand Cherokee WK,46414,2021,23995
BMW,3 Series,76134,2021,18995
Mercedes-Benz,GLC,24644,2022,34900
Mercedes-Benz,GLE,34568,2020,37900
Mercedes-Benz,GLE,49894,2020,30989
INFINITI,QX30,133563,2017,7999
Mercedes-Benz,E-Class,35218,2019,34995
Nissan,Rogue,10903,2021,21898
Hyundai,Santa Fe,9607,2022,22500
Mercedes-Benz,M-Class,78467,2011,7995
Ford,Fusion,80102,2015,8499
Tesla,Model Y,72191,2021,19998
Mercedes-Benz,C-Class,49603,2017,24990
Ford,Escape,58348,2021,14465
Cadillac,DTS,101532,2006,4999
Jeep,Grand Cherokee WK,54658,2021,20995
Jeep,Grand Cherokee,159364,2015,8495
BMW,4 Series,73101,2017,14900
Jeep,Compass,58255,2021,15990
BMW,5 Series,81666,2019,18795
Subaru,Impreza,105336,2013,7499
BMW,X1,43876,2023,22257
BMW,7 Series,78649,2021,28995
Chevrolet,Malibu,79977,2017,8995
Mercedes-Benz,GLB,31654,2021,26430
Kia,Optima,113965,2013,5999
Volkswagen,Atlas Cross Sport,9727,2021,25611
Ford,Edge,53277,2023,16952
Nissan,Murano,88810,2016,9999
Kia,Stinger,76811,2022,25995
Chevrolet,Traverse,55826,2014,9498
Mercedes-Benz,A-Class,61101,2020,14995
Audi,Q5,48574,2023,24805
Ford,Explorer,104105,2018,13999
Toyota,Corolla,19630,2023,18266
Honda,Civic,100970,2019,13988
Ram,1500,65048,2022,32900
Jeep,Compass,54584,2020,14495
Audi,A5,3565,2024,44756
Mitsubishi,Outlander Sport,5426,2024,17989
Ford,F-150,44561,2020,22999
Volkswagen,Atlas,5876,2024,40911
Kia,Optima,92343,2020,10599
Ford,F-150,77509,2019,24998
Mercedes-Benz,SL,81424,2003,12988
Nissan,Versa,62966,2021,12400
Porsche,Macan,15582,2023,55995
Kia,Telluride,104658,2020,19995
Dodge,Challenger,99810,2018,15795
Dodge,Grand Caravan,116997,2014,6995
Honda,Civic,30643,2022,22899
Land Rover,Range Rover,63210,2019,28550
Lexus,RX,32851,2019,32995
Jeep,Grand Cherokee,88864,2019,14799
BMW,X3,47502,2022,27895
Ram,ProMaster City Cargo Van,117100,2020,11999
Nissan,Sentra,28586,2023,16238
Nissan,Versa,5713,2024,14888
Hyundai,Kona,5001,2024,20908
BMW,5 Series,61894,2022,25177
Volkswagen,Taos,25090,2022,23412
Subaru,Forester,33996,2021,21400
Nissan,Rogue,16389,2021,19204
Chevrolet,Traverse,142818,2020,11999
Ram,ProMaster Cargo Van,31879,2021,28450
Chevrolet,Equinox,48977,2022,14995
Maserati,Levante,32818,2021,31750
Jeep,Compass,35585,2022,19994
Subaru,Impreza,40078,2022,18200
Volvo,XC90,5946,2024,54995
BMW,3 Series,113692,2016,8797
GMC,Terrain,124574,2020,12999
Ford,EcoSport,23375,2021,12998
Maserati,Levante,27539,2021,38750
BMW,X6,85181,2017,19100
BMW,X3,59891,2020,19495
Audi,A4,67862,2019,16490
Buick,Verano,85287,2013,6999
Volkswagen,Atlas,25386,2021,25911
Mazda,CX-5,2187,2024,26000
BMW,5 Series,35168,2023,30750
Mercedes-Benz,GLB,62943,2021,26199
Chevrolet,Silverado 1500,66955,2018,31999
Jeep,Compass,18055,2022,21900
Volvo,XC40,9101,2024,36885
Kia,Rio,28760,2023,13548
Nissan,JUKE,112235,2014,6980
Mercedes-Benz,GLB,20346,2021,29915
Honda,Accord,43781,2019,17345
Porsche,Macan,53783,2015,23777
BMW,X3,56149,2021,19863
Maserati,Levante,24791,2023,51232
Kia,Forte,74731,2020,11950
Jeep,Grand Cherokee,105260,2016,10499
Mercedes-Benz,C-Class,77150,2017,19995
Land Rover,Range Rover Sport,1013,2024,80995
Nissan,Sentra,12000,2021,16774
BMW,5 Series,29620,2022,30995
Chevrolet,Equinox,44525,2022,15422
BMW,X4,32023,2024,32289
Mercedes-Benz,CLA,9335,2023,35900
Volkswagen,Jetta,63443,2019,12888
Jeep,Gladiator,43252,2021,29800
Ford,Transit Cargo Van,87682,2016,17482
BMW,X7,50851,2019,37439
Mercedes-Benz,E-Class,75890,2014,13481
Audi,Q5,60059,2021,22988
Mercedes-Benz,GLC,39367,2021,29983
Jeep,Grand Cherokee WK,40828,2021,26544
Toyota,RAV4,40321,2021,24595
Dodge,Charger,2250,2023,42402
Hyundai,Tucson,92101,2016,8999
Toyota,Camry,57216,2022,17400
BMW,X1,69998,2018,12963
Audi,A6,2102,2024,45211
Ford,Explorer,81003,2015,12490
Genesis,G90,56869,2019,23995
Lexus,GS,95118,2015,18995
Jeep,Cherokee,52699,2019,15007
Mercedes-Benz,S-Class,17606,2023,62995
Nissan,Rogue,15909,2023,26998
Ford,Explorer,67859,2015,11742
Chevrolet,Equinox,130191,2018,8799
Honda,CR-V,32855,2024,29995
Rolls-Royce,Ghost,22288,2019,169999
Subaru,Impreza,14175,2022,16400
Mercedes-Benz,GLC,64090,2020,19495
BMW,X5,79824,2014,14995
Jeep,Grand Cherokee,172369,2014,7495
Chevrolet,Equinox,20681,2022,18240
Toyota,Camry,40138,2022,20500
Toyota,RAV4,24811,2023,27500
Jeep,Compass,12382,2022,23900
Chrysler,Town & Country,154433,2014,5950
Audi,RS 5,21231,2019,45885
Ford,EcoSport,28636,2021,13995
Nissan,Rogue,24802,2021,18603
BMW,X7,112344,2021,26997
Volkswagen,Tiguan,10898,2022,23912
BMW,X3,55371,2021,23987
Chevrolet,Sonic,82139,2017,7950
Ford,Explorer,87640,2017,14995
Subaru,Crosstrek,8532,2021,23998
Jeep,Compass,26029,2021,17500
Nissan,Altima,58100,2021,12900
Ram,ProMaster Cargo Van,57074,2023,26988
Hyundai,Tucson,29138,2022,18948
Jeep,Wrangler,48269,2020,22990
BMW,5 Series,38199,2021,21375
BMW,3 Series,139802,2007,4700
GMC,Acadia,85792,2013,9676
Toyota,Highlander,133464,2016,14995
BMW,X5,45868,2023,31799
BMW,X3,55510,2023,24195
Audi,Q7,46048,2021,33000
Mitsubishi,Outlander,44772,2022,21999
Jeep,Grand Cherokee WK,25982,2022,27944
BMW,5 Series,18468,2024,42900
Ford,Bronco,15428,2023,38998
Chevrolet,Express Cargo Van,131291,2019,13495
BMW,3 Series,76757,2022,23795
Mercedes-Benz,G-Class,33202,2019,129995
Mercedes-Benz,C-Class,8121,2024,50295
Hyundai,Elantra,4049,2024,20999
Nissan,Sentra,5518,2024,19885
BMW,3 Series,65318,2022,23495
Nissan,Altima,20699,2021,22994
Mercedes-Benz,GLC,33351,2021,30900
Tesla,Model 3,35501,2023,18995
Land Rover,Range Rover Sport,102801,2016,14494
Mercedes-Benz,Sprinter Cargo Van,56088,2019,21988
Toyota,RAV4,67842,2022,27500
Chevrolet,Sonic,89292,2019,7499
Nissan,NV200 Compact Cargo,110015,2019,10487
Honda,Civic,120656,2019,13399
Acura,RDX,104943,2013,10999
Chrysler,Pacifica,58544,2022,21295
Chrysler,200,102895,2011,5799
Porsche,Cayenne,527,2024,89900
Audi,Q5,5307,2024,44415
Jeep,Grand Cherokee,80125,2019,17495
Dodge,Durango,35413,2023,31995
Land Rover,Range Rover Sport,84977,2020,23352
Ford,F-150,225,2024,79995
Ford,Escape,2792,2021,18475
Volvo,XC40,29493,2021,28595
Chevrolet,Cruze,16765,2019,11999
BMW,X5,125520,2017,13446
Ford,F-150,90445,2016,19995
Rolls-Royce,Ghost,66,2023,319995
Jeep,Wrangler,53021,2021,26495
Ford,Edge,18465,2022,27995
Lexus,RX,45300,2019,24725
Audi,A6,22546,2022,33998
Cadillac,ATS,102964,2015,6999
Honda,CR-V,107663,2018,16295
Mercedes-Benz,GLB,38079,2022,25900
Kia,Forte,9514,2021,14497
Mercedes-Benz,GLC,32509,2022,33900
Nissan,Rogue,73285,2021,16411
Tesla,Model Y,46201,2022,25295
Mercedes-Benz,GLC,63238,2019,36995
GMC,Terrain,34125,2022,21662
Jeep,Cherokee,17843,2021,21495
Ford,Edge,31373,2022,25988
Honda,Pilot,102704,2016,13995
Chevrolet,Cruze Limited,116844,2016,5499
Jeep,Grand Cherokee,11584,2024,34850
Toyota,Corolla,45545,2021,14500
Mercedes-Benz,GLE,19497,2023,70995
Ford,Escape,11432,2020,19969
Honda,Prologue,362,2024,37000
Acura,TLX,102858,2017,14995
Porsche,Cayenne,69970,2021,46740
Honda,Civic,79611,2012,8499
Mercedes-Benz,C-Class,29168,2020,20174
BMW,7 Series,66667,2022,35995
Fisker,Ocean,7825,2023,21095
BMW,X3,21765,2022,30995
Mercedes-Benz,C-Class,101066,2013,5995
Land Rover,Range Rover,110136,2014,19995
Mercedes-Benz,GLC,4574,2023,40500
Mercedes-Benz,GLE,55098,2021,33420
Mercedes-Benz,CLA,8865,2024,39980
BMW,X5,78933,2017,15995
Mercedes-Benz,GLA,59247,2021,23409
Honda,HR-V,14237,2023,21992
Volvo,XC40 Recharge,12896,2021,29448
Chrysler,Pacifica,63821,2022,20555
Nissan,Rogue,13137,2022,22485
Audi,A5,6856,2024,39788
Audi,S7,39417,2022,66218
Acura,ILX,35225,2021,19995
Honda,Civic,34863,2021,19495
Nissan,Sentra,25673,2021,15898
Mercedes-Benz,EQS SUV,24258,2023,49604
Acura,ILX,51825,2022,18595
Lexus,RX,46176,2022,35500
BMW,X5,48179,2019,26349
BMW,X6,42653,2018,29995
BMW,4 Series,82423,2022,23995
Toyota,Corolla,13402,2022,18714
Jeep,Grand Cherokee,24642,2023,25990
Volvo,XC40,23194,2021,28995
Land Rover,Discovery Sport,37430,2020,15192
Mercedes-Benz,GLE,39092,2020,31005
GMC,Acadia,108135,2017,10499
Toyota,Highlander,33212,2023,27988
Jeep,Compass,86840,2019,12995
BMW,4 Series,18201,2021,30900
Ford,Mustang,24180,2024,27995
Jeep,Wrangler,26501,2021,31944
Honda,Pilot,129664,2014,11200
Tesla,Model 3,53033,2022,22695
Volvo,XC60,4261,2023,45695
Toyota,Camry,173074,2014,7995
Kia,Sportage,33700,2020,16995
Honda,Civic,35658,2022,19979
Hyundai,Sonata,72243,2015,6888
Nissan,Sentra,9775,2022,17190
Cadillac,SRX,48627,2013,11598
Mercedes-Benz,GLA,22533,2020,21995
Toyota,Highlander,56590,2022,29473
Audi,Q5,59471,2019,18994
Dodge,Durango,17,2024,36850
Toyota,Highlander,175850,2013,9995
Mercedes-Benz,GLS,58758,2019,27495
Nissan,Sentra,14595,2023,12888
Toyota,RAV4,46563,2021,21882
Land Rover,Range Rover Velar,8643,2021,43450
Mercedes-Benz,GLE,33747,2020,31000
Hyundai,Santa Fe,51444,2022,18990
Chevrolet,Equinox,18352,2022,18740
Ford,F-150,135243,2015,14999
Porsche,Macan,108890,2015,17990
Jaguar,F-PACE,92260,2018,12900
Mercedes-Benz,E-Class,44815,2019,23398
Hyundai,Sonata,43926,2017,13461
Ford,F-150,14365,2022,26989
Ford,Mustang,63867,2018,22795
Land Rover,Range Rover Sport,72614,2020,28995
Honda,Pilot,37032,2022,29095
BMW,5 Series,62508,2022,23988
Nissan,Rogue,87591,2021,15990
Ford,Bronco Sport,67058,2021,17690
Dodge,Durango,52862,2023,23495
Mercedes-Benz,GLA,34627,2021,22045
Mercedes-Benz,GLC,21456,2021,33900
Jeep,Renegade,13185,2021,18700
GMC,Sierra 1500,93632,2015,18998
Porsche,Macan,18648,2023,54995
Ford,Edge,22293,2022,26995
Jeep,Wrangler,31600,2020,35738
Subaru,Forester,128900,2015,9995
Kia,Forte,5116,2022,17888
Hyundai,Kona,22974,2022,17500
BMW,2 Series,18744,2022,24900
Tesla,Model 3,55555,2022,18995
Subaru,Outback,63884,2018,16952
Dodge,Durango,71776,2018,19490
Toyota,Camry,13282,2022,22188
Toyota,Corolla Hatchback,47728,2022,16995
Mercedes-Benz,CLA,28573,2022,22730
Honda,Odyssey,79105,2017,15782
Acura,MDX,73558,2022,32499
Acura,ILX,19150,2022,23000
Land Rover,Defender,19811,2023,69145
Jeep,Grand Cherokee,90647,2018,13985
Toyota,RAV4,44014,2021,23995
Subaru,Impreza,96565,2018,11398
Lincoln,MKZ,181109,2010,3480
Honda,Civic,16734,2024,20999
Mercedes-Benz,GLC,36690,2022,29800
Volkswagen,Tiguan,41224,2021,16488
Dodge,Durango,52453,2022,23990
Kia,Niro EV,500,2023,20488
Nissan,NV200 Compact Cargo,99530,2014,8495
MINI,Hardtop,115826,2018,8598
Hyundai,Venue,48962,2023,14888
Mercedes-Benz,C-Class,66008,2018,13490
Acura,MDX,45083,2020,25895
Nissan,Pathfinder,20666,2023,32589
Hyundai,Ioniq,26540,2022,19790
Kia,Sportage,51651,2019,15480
Mazda,CX-5,25203,2021,23000
Honda,Accord,168636,2014,7750
Hyundai,Elantra,26164,2022,15482
BMW,X7,33843,2022,53995
Kia,Stinger,77116,2018,12900
Volvo,XC60,138267,2010,5799
Ford,Explorer,63504,2021,31527
Jeep,Wrangler,122935,2014,11995
Jeep,Grand Cherokee WK,59417,2021,19161
Tesla,Model Y,34090,2020,22264
Volvo,XC60,18708,2022,40895
Volkswagen,Passat,56969,2022,14099
Toyota,RAV4,24432,2024,24988
Kia,K5,45536,2021,16747
Acura,MDX,44707,2022,31995
Ford,Fusion,95523,2016,8995
Chevrolet,Equinox,89906,2022,15000
Toyota,RAV4,140930,2016,9995
BMW,X4,15121,2024,43000
Toyota,Camry,62365,2021,16995
Hyundai,Sonata,40691,2021,15800
Mercedes-Benz,GLC,30334,2021,31994
Dodge,Charger,55144,2022,18941
Mazda,CX-5,29571,2022,24995
Nissan,Sentra,10932,2022,18798
GMC,Savana Cargo Van,21807,2021,29995
Hyundai,Sonata,111434,2013,6480
INFINITI,Q60,35514,2021,27995
BMW,5 Series,67297,2021,20780
Toyota,Corolla Hatchback,42550,2022,17900
Nissan,Rogue,36471,2021,20150
Kia,K5,25249,2021,18999
Ford,F-150,120333,2015,16299
Jeep,Grand Cherokee,52734,2023,26133
Toyota,Tundra,35751,2023,46500
Toyota,Corolla,55756,2022,15995
Kia,Sorento,49315,2021,23999
Audi,A4,7112,2024,38418
Nissan,Rogue,17558,2023,20985
Toyota,Corolla,144779,2013,7691
Ram,1500,18399,2022,35988
Nissan,Versa,125,2024,14549
Mercedes-Benz,S-Class,54304,2019,29988
Mercedes-Benz,CL,81044,2012,30990
Kia,Niro EV,500,2023,20488
Mercedes-Benz,GLE,53679,2020,36995
Mercedes-Benz,C-Class,17687,2023,31495
Jeep,Wrangler,38138,2020,25999
Maserati,Grecale,2541,2023,42700
Honda,Civic,41408,2022,19790
Mercedes-Benz,GLB,50545,2020,21649
Honda,Odyssey,56822,2023,31695
BMW,X4,42799,2022,34803
Honda,Civic,190229,2012,5999
Dodge,Durango,26131,2022,33495
Dodge,Charger,20652,2023,47095
Toyota,Prius Prime,25010,2022,24431
Mercedes-Benz,GLE,57892,2021,33500
Ford,Fusion,125246,2016,7300
Mercedes-Benz,GLB,24614,2021,30900
Dodge,Durango,61692,2022,24132
Mazda,CX-5,85725,2014,10692
Ford,Explorer,3536,2024,42995
Mercedes-Benz,GLE,31352,2022,52900
Dodge,Durango,47378,2018,20988
BMW,3 Series,47388,2021,23990
BMW,X2,120376,2018,13995
Ford,Mustang,128043,2015,14999
Bentley,Continental GT,20562,2007,39977
Chrysler,Pacifica,134183,2020,11599
INFINITI,G,126507,2013,7995
Honda,CR-V,60786,2021,20988
BMW,M8,58492,2020,53900
Chevrolet,Traverse,107462,2017,8890
Ram,1500,92453,2018,22785
Jeep,Liberty,70746,2012,7898
Mercedes-Benz,GLE,29379,2021,41900
Honda,CR-V,25326,2022,25995
BMW,3 Series,95726,2013,8777
Jeep,Gladiator,61118,2020,32000
Mercedes-Benz,M-Class,177401,2014,8888
Mercedes-Benz,Metris Passenger Van,76796,2019,21993
Land Rover,Range Rover,57775,2021,48990
Jeep,Grand Cherokee WK,32726,2022,26888
Jeep,Grand Cherokee,85301,2017,13445
Mercedes-Benz,GLE,103015,2017,14900
Mercedes-Benz,GLE,18492,2021,44900
Land Rover,Discovery Sport,71755,2017,14408
Mercedes-Benz,EQB,21995,2023,24995
Ram,1500,34100,2021,43995
Mercedes-Benz,GLS,77153,2018,25095
Ram,1500,16206,2019,32999
Nissan,Rogue,28363,2023,25360
Jeep,Renegade,78317,2021,13799
Mercedes-Benz,C-Class,51732,2020,20395
Ford,Explorer,22935,2021,26392
Hyundai,Sonata,35532,2020,16995
Jeep,Wrangler,2298,2024,36495
Kia,Sportage,28265,2021,15987
Mercedes-Benz,GLC,64450,2022,23595
Honda,Pilot,14163,2022,28243
Volvo,V60 Cross Country,108355,2020,18888
Hyundai,Santa Fe Sport,115168,2017,8999
Mercedes-Benz,GLE,37062,2022,40980
Jaguar,XJ,47847,2015,18990
Porsche,Macan,15039,2021,38222
Nissan,Sentra,3538,2021,17500
Mercedes-Benz,GLC,10259,2022,32884
Tesla,Model Y,52395,2021,22995
Mercedes-Benz,GLS,35027,2022,59900
Toyota,Corolla,21343,2021,17604
Subaru,Outback,22808,2020,22995
Ford,Transit Cargo Van,29824,2022,27825
Kia,Forte,65926,2017,9995
BMW,4 Series,20168,2024,32655
BMW,X7,58339,2021,35995
Jeep,Wrangler,85543,2012,12499
Audi,Q5,63282,2019,18985
Dodge,Avenger,95171,2013,5999
Ram,1500 Classic,42623,2019,22995
Mercedes-Benz,C-Class,104299,2013,7995
Mercedes-Benz,GLC,33869,2022,32900
Alfa Romeo,Giulia,18479,2021,20995
Land Rover,Range Rover,59670,2020,37995
BMW,X3,55216,2022,27888
Acura,RDX,3698,2024,40000
Toyota,Tundra,57254,2022,30103
Volkswagen,Passat,34246,2020,17988
BMW,X7,33862,2021,44244
Volkswagen,Tiguan,36668,2020,19111
BMW,X1,117187,2016,8995
